instancia,valorOtimo,sem_tempo_total,sem_sol_nmpa,sem_sol_mmosp,sem_densidade,sem_tempo_seq,sem_gap,p1_tempo_total,p1_sol_nmpa,p1_sol_mmosp,p1_densidade,p1_tempo_seq,p1_gap,p2_tempo_total,p2_sol_nmpa,p2_sol_mmosp,p2_densidade,p2_tempo_seq,p2_gap,p3_tempo_total,p3_sol_nmpa,p3_sol_mmosp,p3_densidade,p3_tempo_seq,p3_gap
"Frinhani, Carvalho & Soma\Random-600-600-18-1",558.1,0.537,600,600.828,0.425,0.537,7.51%,1.652,600,600.828,0.425,1.303,7.51%,1.396,600,600.828,0.425,1.309,7.51%,1.446,600,600.828,0.425,1.359,7.51%
"Frinhani, Carvalho & Soma\Random-600-600-18-10",558.1,0.572,598,598.833,0.414,0.572,7.15%,2.156,598,598.833,0.414,1.789,7.15%,1.420,598,598.833,0.414,1.322,7.15%,1.435,598,598.833,0.414,1.349,7.15%
"Frinhani, Carvalho & Soma\Random-600-600-18-2",558.1,0.582,600,600.829,0.409,0.582,7.51%,1.690,600,600.822,0.409,1.316,7.51%,1.412,600,600.822,0.409,1.319,7.51%,1.524,600,600.822,0.409,1.433,7.51%
"Frinhani, Carvalho & Soma\Random-600-600-18-3",558.1,0.574,599,599.837,0.413,0.574,7.33%,1.729,599,599.837,0.413,1.362,7.33%,1.521,599,599.837,0.413,1.428,7.33%,1.416,599,599.837,0.413,1.325,7.33%
"Frinhani, Carvalho & Soma\Random-600-600-18-4",558.1,0.566,600,600.829,0.412,0.566,7.51%,1.766,600,600.829,0.412,1.353,7.51%,1.462,600,600.829,0.412,1.363,7.51%,1.424,600,600.829,0.412,1.327,7.51%
"Frinhani, Carvalho & Soma\Random-600-600-18-5",558.1,0.594,600,600.826,0.416,0.594,7.51%,1.810,600,600.826,0.416,1.439,7.51%,1.460,600,600.826,0.416,1.357,7.51%,1.472,600,600.826,0.416,1.385,7.51%
"Frinhani, Carvalho & Soma\Random-600-600-18-6",558.1,0.572,600,600.830,0.418,0.572,7.51%,1.718,600,600.830,0.418,1.330,7.51%,1.450,600,600.830,0.418,1.352,7.51%,1.462,600,600.830,0.418,1.371,7.51%
"Frinhani, Carvalho & Soma\Random-600-600-18-7",558.1,0.616,599,599.833,0.409,0.616,7.33%,1.776,599,599.833,0.409,1.411,7.33%,1.415,599,599.833,0.409,1.326,7.33%,1.419,599,599.833,0.409,1.319,7.33%
"Frinhani, Carvalho & Soma\Random-600-600-18-8",558.1,0.573,600,600.827,0.417,0.573,7.51%,1.720,600,600.827,0.417,1.345,7.51%,1.449,600,600.827,0.417,1.348,7.51%,1.426,600,600.827,0.417,1.340,7.51%
"Frinhani, Carvalho & Soma\Random-600-600-18-9",558.1,0.688,600,600.829,0.420,0.688,7.51%,1.760,600,600.829,0.420,1.365,7.51%,1.437,600,600.829,0.420,1.343,7.51%,1.496,600,600.829,0.420,1.403,7.51%
"Frinhani, Carvalho & Soma\Random-600-600-2-1",106.6,0.150,165,165.639,0.011,0.150,54.78%,0.376,162,162.646,0.011,0.240,51.97%,0.317,165,165.639,0.011,0.239,54.78%,0.334,165,165.640,0.011,0.233,54.78%
"Frinhani, Carvalho & Soma\Random-600-600-2-10",106.6,0.144,172,172.635,0.012,0.144,61.35%,0.406,172,172.635,0.012,0.265,61.35%,0.337,172,172.635,0.012,0.261,61.35%,0.326,172,172.635,0.012,0.241,61.35%
"Frinhani, Carvalho & Soma\Random-600-600-2-2",106.6,0.152,165,165.641,0.011,0.152,54.78%,0.369,168,168.629,0.011,0.241,57.60%,0.311,165,165.641,0.011,0.242,54.78%,0.320,165,165.641,0.011,0.240,54.78%
"Frinhani, Carvalho & Soma\Random-600-600-2-3",106.6,0.136,167,167.636,0.012,0.136,56.66%,0.390,166,166.640,0.012,0.259,55.72%,0.396,164,164.652,0.012,0.315,53.85%,0.325,163,163.649,0.012,0.236,52.91%
"Frinhani, Carvalho & Soma\Random-600-600-2-4",106.6,0.150,176,176.626,0.011,0.150,65.10%,0.402,168,168.620,0.011,0.254,57.60%,0.336,176,176.626,0.011,0.257,65.10%,0.348,176,176.626,0.011,0.249,65.10%
"Frinhani, Carvalho & Soma\Random-600-600-2-5",106.6,0.145,183,183.623,0.012,0.145,71.67%,0.365,175,175.642,0.012,0.239,64.17%,0.327,183,183.623,0.012,0.250,71.67%,0.423,183,183.623,0.012,0.307,71.67%
"Frinhani, Carvalho & Soma\Random-600-600-2-6",106.6,0.165,168,168.671,0.012,0.165,57.60%,0.373,168,168.670,0.012,0.244,57.60%,0.328,168,168.671,0.012,0.250,57.60%,0.325,168,168.671,0.012,0.239,57.60%
"Frinhani, Carvalho & Soma\Random-600-600-2-7",106.6,0.151,160,160.666,0.011,0.151,50.09%,0.388,166,166.652,0.011,0.255,55.72%,0.335,166,166.652,0.011,0.257,55.72%,0.332,166,166.653,0.011,0.247,55.72%
"Frinhani, Carvalho & Soma\Random-600-600-2-8",106.6,0.171,187,187.625,0.012,0.171,75.42%,0.468,175,175.637,0.012,0.337,64.17%,0.337,182,182.631,0.012,0.252,70.73%,0.331,182,182.631,0.012,0.249,70.73%
"Frinhani, Carvalho & Soma\Random-600-600-2-9",106.6,0.143,155,155.661,0.011,0.143,45.40%,0.361,156,156.662,0.011,0.236,46.34%,0.324,155,155.661,0.011,0.250,45.40%,0.319,163,163.637,0.011,0.234,52.91%
"Frinhani, Carvalho & Soma\Random-600-600-20-1",566.3,0.626,599,599.848,0.483,0.626,5.77%,1.995,599,599.848,0.483,1.581,5.77%,1.603,599,599.848,0.483,1.508,5.77%,1.776,599,599.848,0.483,1.687,5.77%
"Frinhani, Carvalho & Soma\Random-600-600-20-10",566.3,0.655,600,600.848,0.492,0.655,5.95%,2.019,600,600.848,0.492,1.607,5.95%,1.601,600,600.848,0.492,1.508,5.95%,1.627,600,600.848,0.492,1.534,5.95%
"Frinhani, Carvalho & Soma\Random-600-600-20-2",566.3,0.696,600,600.846,0.487,0.696,5.95%,1.958,600,600.845,0.487,1.528,5.95%,1.629,600,600.845,0.487,1.527,5.95%,1.605,600,600.845,0.487,1.510,5.95%
"Frinhani, Carvalho & Soma\Random-600-600-20-3",566.3,0.658,600,600.848,0.482,0.658,5.95%,1.943,600,600.848,0.482,1.510,5.95%,1.783,600,600.848,0.482,1.631,5.95%,1.594,600,600.848,0.482,1.506,5.95%
"Frinhani, Carvalho & Soma\Random-600-600-20-4",566.3,0.707,600,600.848,0.485,0.707,5.95%,1.949,600,600.848,0.485,1.521,5.95%,1.785,600,600.848,0.485,1.689,5.95%,1.610,600,600.848,0.485,1.521,5.95%
"Frinhani, Carvalho & Soma\Random-600-600-20-5",566.3,0.670,599,599.850,0.483,0.670,5.77%,1.966,599,599.850,0.483,1.514,5.77%,1.653,599,599.850,0.483,1.559,5.77%,1.589,599,599.850,0.483,1.500,5.77%
"Frinhani, Carvalho & Soma\Random-600-600-20-6",566.3,0.765,600,600.847,0.498,0.765,5.95%,2.004,600,600.847,0.498,1.548,5.95%,1.661,600,600.847,0.498,1.558,5.95%,1.759,600,600.847,0.498,1.657,5.95%
"Frinhani, Carvalho & Soma\Random-600-600-20-7",566.3,0.658,600,600.855,0.497,0.658,5.95%,2.003,600,600.855,0.497,1.582,5.95%,1.547,600,600.855,0.497,1.444,5.95%,1.591,600,600.855,0.497,1.506,5.95%
"Frinhani, Carvalho & Soma\Random-600-600-20-8",566.3,0.588,600,600.848,0.489,0.588,5.95%,1.966,600,600.848,0.489,1.561,5.95%,1.588,600,600.848,0.489,1.494,5.95%,1.695,600,600.848,0.489,1.598,5.95%
"Frinhani, Carvalho & Soma\Random-600-600-20-9",566.3,0.631,599,599.848,0.478,0.631,5.77%,1.819,599,599.848,0.478,1.427,5.77%,1.581,599,599.848,0.478,1.489,5.77%,1.533,599,599.848,0.478,1.447,5.77%
"Frinhani, Carvalho & Soma\Random-600-600-24-1",576.8,0.752,600,600.875,0.610,0.752,4.02%,2.237,600,600.875,0.610,1.769,4.02%,1.925,600,600.875,0.610,1.832,4.02%,1.878,600,600.875,0.610,1.798,4.02%
"Frinhani, Carvalho & Soma\Random-600-600-24-10",576.8,0.961,600,600.879,0.614,0.961,4.02%,2.432,600,600.879,0.614,1.965,4.02%,1.981,600,600.879,0.614,1.883,4.02%,1.923,600,600.879,0.614,1.832,4.02%
"Frinhani, Carvalho & Soma\Random-600-600-24-2",576.8,0.748,600,600.873,0.616,0.748,4.02%,2.336,600,600.873,0.616,1.873,4.02%,1.893,600,600.873,0.616,1.784,4.02%,1.909,600,600.873,0.616,1.746,4.02%
"Frinhani, Carvalho & Soma\Random-600-600-24-3",576.8,0.693,600,600.878,0.621,0.693,4.02%,2.213,600,600.878,0.621,1.748,4.02%,1.862,600,600.878,0.621,1.768,4.02%,1.948,600,600.878,0.621,1.846,4.02%
"Frinhani, Carvalho & Soma\Random-600-600-24-4",576.8,0.697,600,600.872,0.615,0.697,4.02%,2.215,600,600.872,0.615,1.783,4.02%,1.902,600,600.872,0.615,1.802,4.02%,1.891,600,600.872,0.615,1.801,4.02%
"Frinhani, Carvalho & Soma\Random-600-600-24-5",576.8,0.727,600,600.880,0.621,0.727,4.02%,2.243,600,600.880,0.621,1.794,4.02%,1.804,600,600.880,0.621,1.710,4.02%,1.867,600,600.880,0.621,1.775,4.02%
"Frinhani, Carvalho & Soma\Random-600-600-24-6",576.8,0.708,600,600.882,0.629,0.708,4.02%,2.412,600,600.882,0.629,1.907,4.02%,1.825,600,600.882,0.629,1.736,4.02%,1.821,600,600.882,0.629,1.735,4.02%
"Frinhani, Carvalho & Soma\Random-600-600-24-7",576.8,0.701,600,600.877,0.621,0.701,4.02%,2.199,600,600.877,0.621,1.706,4.02%,1.978,600,600.877,0.621,1.890,4.02%,1.741,600,600.877,0.621,1.659,4.02%
"Frinhani, Carvalho & Soma\Random-600-600-24-8",576.8,0.713,600,600.879,0.621,0.713,4.02%,2.156,600,600.879,0.621,1.714,4.02%,1.851,600,600.879,0.621,1.767,4.02%,1.941,600,600.879,0.621,1.848,4.02%
"Frinhani, Carvalho & Soma\Random-600-600-24-9",576.8,0.727,600,600.881,0.622,0.727,4.02%,2.179,600,600.881,0.622,1.742,4.02%,1.809,600,600.881,0.622,1.720,4.02%,1.826,600,600.881,0.622,1.736,4.02%
"Frinhani, Carvalho & Soma\Random-600-600-28-1",583.6,0.818,600,600.894,0.725,0.818,2.81%,2.546,600,600.894,0.725,2.036,2.81%,2.132,600,600.894,0.725,2.034,2.81%,2.021,600,600.894,0.725,1.923,2.81%
"Frinhani, Carvalho & Soma\Random-600-600-28-10",583.6,0.825,600,600.896,0.728,0.825,2.81%,2.593,600,600.896,0.728,2.021,2.81%,2.107,600,600.896,0.728,2.011,2.81%,2.087,600,600.896,0.728,1.995,2.81%
"Frinhani, Carvalho & Soma\Random-600-600-28-2",583.6,0.811,600,600.897,0.732,0.811,2.81%,2.502,600,600.897,0.732,2.005,2.81%,2.094,600,600.897,0.732,1.997,2.81%,2.133,600,600.897,0.732,2.048,2.81%
"Frinhani, Carvalho & Soma\Random-600-600-28-3",583.6,0.869,600,600.897,0.734,0.869,2.81%,2.790,600,600.898,0.734,2.200,2.81%,2.126,600,600.898,0.734,2.024,2.81%,2.100,600,600.898,0.734,2.018,2.81%
"Frinhani, Carvalho & Soma\Random-600-600-28-4",583.6,0.808,600,600.890,0.726,0.808,2.81%,2.449,600,600.890,0.726,1.962,2.81%,2.088,600,600.890,0.726,1.994,2.81%,2.042,600,600.890,0.726,1.960,2.81%
"Frinhani, Carvalho & Soma\Random-600-600-28-5",583.6,0.793,600,600.900,0.733,0.793,2.81%,2.543,600,600.900,0.733,2.025,2.81%,2.202,600,600.900,0.733,2.112,2.81%,2.161,600,600.900,0.733,2.067,2.81%
"Frinhani, Carvalho & Soma\Random-600-600-28-6",583.6,0.908,600,600.901,0.737,0.908,2.81%,2.523,600,600.901,0.737,2.028,2.81%,2.102,600,600.901,0.737,2.006,2.81%,2.090,600,600.901,0.737,2.004,2.81%
"Frinhani, Carvalho & Soma\Random-600-600-28-7",583.6,0.836,600,600.898,0.735,0.836,2.81%,2.668,600,600.899,0.735,2.142,2.81%,2.185,600,600.899,0.735,2.082,2.81%,2.458,600,600.899,0.735,2.378,2.81%
"Frinhani, Carvalho & Soma\Random-600-600-28-8",583.6,0.838,600,600.897,0.730,0.838,2.81%,2.637,600,600.896,0.730,2.142,2.81%,2.175,600,600.896,0.730,2.047,2.81%,2.199,600,600.896,0.730,2.102,2.81%
"Frinhani, Carvalho & Soma\Random-600-600-28-9",583.6,0.832,600,600.895,0.735,0.832,2.81%,2.721,600,600.895,0.735,2.110,2.81%,2.227,600,600.895,0.735,2.124,2.81%,2.225,600,600.895,0.735,2.140,2.81%
"Frinhani, Carvalho & Soma\Random-600-600-30-1",585.9,1.064,600,600.910,0.785,1.064,2.41%,2.752,600,600.910,0.785,2.220,2.41%,2.317,600,600.910,0.785,2.214,2.41%,2.386,600,600.910,0.785,2.286,2.41%
"Frinhani, Carvalho & Soma\Random-600-600-30-10",585.9,0.932,600,600.908,0.782,0.932,2.41%,2.746,600,600.908,0.782,2.194,2.41%,2.460,600,600.908,0.782,2.363,2.41%,2.245,600,600.908,0.782,2.157,2.41%
"Frinhani, Carvalho & Soma\Random-600-600-30-2",585.9,1.018,600,600.904,0.777,1.018,2.41%,2.861,600,600.904,0.777,2.246,2.41%,2.177,600,600.904,0.777,2.071,2.41%,2.468,600,600.904,0.777,2.354,2.41%
"Frinhani, Carvalho & Soma\Random-600-600-30-3",585.9,0.910,600,600.904,0.786,0.910,2.41%,2.711,600,600.904,0.786,2.175,2.41%,2.362,600,600.904,0.786,2.253,2.41%,2.247,600,600.904,0.786,2.163,2.41%
"Frinhani, Carvalho & Soma\Random-600-600-30-4",585.9,1.012,600,600.906,0.788,1.012,2.41%,2.829,600,600.906,0.788,2.287,2.41%,2.238,600,600.906,0.788,2.131,2.41%,2.315,600,600.906,0.788,2.222,2.41%
"Frinhani, Carvalho & Soma\Random-600-600-30-5",585.9,0.842,600,600.907,0.784,0.842,2.41%,2.724,600,600.907,0.784,2.188,2.41%,2.161,600,600.907,0.784,2.059,2.41%,2.225,600,600.907,0.784,2.141,2.41%
"Frinhani, Carvalho & Soma\Random-600-600-30-6",585.9,0.907,600,600.902,0.775,0.907,2.41%,2.746,600,600.905,0.775,2.143,2.41%,2.319,600,600.905,0.775,2.218,2.41%,2.159,600,600.905,0.775,2.065,2.41%
"Frinhani, Carvalho & Soma\Random-600-600-30-7",585.9,1.022,600,600.908,0.772,1.022,2.41%,2.711,600,600.907,0.772,2.196,2.41%,2.294,600,600.907,0.772,2.195,2.41%,2.246,600,600.907,0.772,2.148,2.41%
"Frinhani, Carvalho & Soma\Random-600-600-30-8",585.9,0.847,600,600.903,0.774,0.847,2.41%,2.791,600,600.903,0.774,2.268,2.41%,2.285,600,600.903,0.774,2.193,2.41%,2.345,600,600.903,0.774,2.253,2.41%
"Frinhani, Carvalho & Soma\Random-600-600-30-9",585.9,0.866,600,600.904,0.772,0.866,2.41%,2.728,600,600.904,0.772,2.152,2.41%,2.383,600,600.904,0.772,2.293,2.41%,2.121,600,600.904,0.772,2.030,2.41%
"Frinhani, Carvalho & Soma\Random-600-600-34-1",589.7,1.016,600,600.924,0.861,1.016,1.75%,3.051,600,600.924,0.861,2.503,1.75%,2.498,600,600.924,0.861,2.346,1.75%,2.532,600,600.924,0.861,2.434,1.75%
"Frinhani, Carvalho & Soma\Random-600-600-34-10",589.7,1.070,600,600.921,0.861,1.070,1.75%,3.060,600,600.921,0.861,2.431,1.75%,2.501,600,600.921,0.861,2.406,1.75%,2.578,600,600.921,0.861,2.492,1.75%
"Frinhani, Carvalho & Soma\Random-600-600-34-2",589.7,0.945,600,600.918,0.853,0.945,1.75%,3.102,600,600.918,0.853,2.558,1.75%,2.391,600,600.918,0.853,2.293,1.75%,2.451,600,600.918,0.853,2.305,1.75%
"Frinhani, Carvalho & Soma\Random-600-600-34-3",589.7,0.971,600,600.919,0.864,0.971,1.75%,3.023,600,600.919,0.864,2.460,1.75%,2.473,600,600.919,0.864,2.368,1.75%,2.604,600,600.919,0.864,2.517,1.75%
"Frinhani, Carvalho & Soma\Random-600-600-34-4",589.7,0.955,600,600.922,0.861,0.955,1.75%,2.926,600,600.923,0.861,2.351,1.75%,2.420,600,600.923,0.861,2.317,1.75%,2.507,600,600.923,0.861,2.404,1.75%
"Frinhani, Carvalho & Soma\Random-600-600-34-5",589.7,0.993,600,600.918,0.860,0.993,1.75%,2.979,600,600.918,0.860,2.423,1.75%,2.424,600,600.918,0.860,2.327,1.75%,2.554,600,600.918,0.860,2.457,1.75%
"Frinhani, Carvalho & Soma\Random-600-600-34-6",589.7,0.998,600,600.917,0.853,0.998,1.75%,3.042,600,600.917,0.853,2.394,1.75%,2.542,600,600.917,0.853,2.441,1.75%,2.417,600,600.917,0.853,2.331,1.75%
"Frinhani, Carvalho & Soma\Random-600-600-34-7",589.7,0.961,600,600.920,0.850,0.961,1.75%,3.003,600,600.920,0.850,2.446,1.75%,2.386,600,600.920,0.850,2.288,1.75%,2.401,600,600.920,0.850,2.302,1.75%
"Frinhani, Carvalho & Soma\Random-600-600-34-8",589.7,0.995,600,600.917,0.854,0.995,1.75%,3.054,600,600.917,0.854,2.310,1.75%,2.620,600,600.917,0.854,2.520,1.75%,2.525,600,600.917,0.854,2.433,1.75%
"Frinhani, Carvalho & Soma\Random-600-600-34-9",589.7,0.932,600,600.918,0.852,0.932,1.75%,3.071,600,600.918,0.852,2.523,1.75%,2.477,600,600.918,0.852,2.377,1.75%,2.369,600,600.918,0.852,2.267,1.75%
"Frinhani, Carvalho & Soma\Random-600-600-38-1",,1.590,600,600.930,0.910,1.590,0.00%,3.153,600,600.930,0.910,2.513,0.00%,2.535,600,600.930,0.910,2.442,0.00%,2.844,600,600.930,0.910,2.748,0.00%
"Frinhani, Carvalho & Soma\Random-600-600-38-10",,0.990,600,600.927,0.906,0.990,0.00%,3.039,600,600.928,0.906,2.427,0.00%,2.607,600,600.928,0.906,2.505,0.00%,2.701,600,600.928,0.906,2.605,0.00%
"Frinhani, Carvalho & Soma\Random-600-600-38-2",,1.033,600,600.932,0.916,1.033,0.00%,3.162,600,600.932,0.916,2.517,0.00%,2.754,600,600.932,0.916,2.653,0.00%,2.490,600,600.932,0.916,2.406,0.00%
"Frinhani, Carvalho & Soma\Random-600-600-38-3",,1.062,600,600.926,0.907,1.062,0.00%,3.144,600,600.927,0.907,2.534,0.00%,2.495,600,600.927,0.907,2.397,0.00%,2.555,600,600.927,0.907,2.467,0.00%
"Frinhani, Carvalho & Soma\Random-600-600-38-4",,0.994,600,600.929,0.909,0.994,0.00%,3.014,600,600.929,0.909,2.382,0.00%,2.607,600,600.929,0.909,2.505,0.00%,2.623,600,600.929,0.909,2.538,0.00%
"Frinhani, Carvalho & Soma\Random-600-600-38-5",,0.985,600,600.928,0.906,0.985,0.00%,3.012,600,600.928,0.906,2.439,0.00%,2.744,600,600.928,0.906,2.635,0.00%,2.573,600,600.928,0.906,2.490,0.00%
"Frinhani, Carvalho & Soma\Random-600-600-38-6",,0.957,600,600.930,0.908,0.957,0.00%,3.153,600,600.930,0.908,2.568,0.00%,2.567,600,600.930,0.908,2.469,0.00%,2.628,600,600.930,0.908,2.537,0.00%
"Frinhani, Carvalho & Soma\Random-600-600-38-7",,0.998,600,600.932,0.914,0.998,0.00%,3.010,600,600.932,0.914,2.399,0.00%,2.688,600,600.932,0.914,2.579,0.00%,2.599,600,600.932,0.914,2.515,0.00%
"Frinhani, Carvalho & Soma\Random-600-600-38-8",,1.006,600,600.926,0.910,1.006,0.00%,3.308,600,600.926,0.910,2.680,0.00%,2.625,600,600.926,0.910,2.532,0.00%,2.574,600,600.926,0.910,2.488,0.00%
"Frinhani, Carvalho & Soma\Random-600-600-38-9",,1.143,600,600.928,0.909,1.143,0.00%,3.377,600,600.928,0.909,2.773,0.00%,2.615,600,600.928,0.909,2.516,0.00%,2.453,600,600.928,0.909,2.369,0.00%
"Frinhani, Carvalho & Soma\Random-600-600-4-1",243.1,0.188,311,311.626,0.027,0.188,27.93%,0.484,294,294.641,0.027,0.335,20.94%,0.387,311,311.626,0.027,0.318,27.93%,0.387,311,311.626,0.027,0.317,27.93%
"Frinhani, Carvalho & Soma\Random-600-600-4-10",243.1,0.201,315,315.644,0.029,0.201,29.58%,0.461,315,315.645,0.029,0.319,29.58%,0.417,315,315.644,0.029,0.342,29.58%,0.437,315,315.644,0.029,0.322,29.58%
"Frinhani, Carvalho & Soma\Random-600-600-4-2",243.1,0.193,303,303.636,0.027,0.193,24.64%,0.483,303,303.638,0.027,0.340,24.64%,0.403,303,303.636,0.027,0.332,24.64%,0.394,303,303.636,0.027,0.323,24.64%
"Frinhani, Carvalho & Soma\Random-600-600-4-3",243.1,0.211,299,299.635,0.028,0.211,22.99%,0.505,319,319.620,0.028,0.340,31.22%,0.431,306,306.633,0.028,0.347,25.87%,0.445,306,306.633,0.028,0.362,25.87%
"Frinhani, Carvalho & Soma\Random-600-600-4-4",243.1,0.220,330,330.606,0.028,0.220,35.75%,0.486,310,310.634,0.028,0.331,27.52%,0.386,310,310.634,0.028,0.310,27.52%,0.442,310,310.634,0.028,0.361,27.52%
"Frinhani, Carvalho & Soma\Random-600-600-4-5",243.1,0.217,329,329.616,0.030,0.217,35.34%,0.463,328,328.618,0.030,0.312,34.92%,0.379,327,327.621,0.030,0.311,34.51%,0.404,327,327.621,0.030,0.331,34.51%
"Frinhani, Carvalho & Soma\Random-600-600-4-6",243.1,0.214,338,338.616,0.029,0.214,39.04%,0.489,324,324.622,0.029,0.328,33.28%,0.400,324,324.622,0.029,0.323,33.28%,0.383,324,324.622,0.029,0.314,33.28%
"Frinhani, Carvalho & Soma\Random-600-600-4-7",243.1,0.204,323,323.622,0.029,0.204,32.87%,0.509,328,328.622,0.029,0.355,34.92%,0.392,323,323.622,0.029,0.321,32.87%,0.406,323,323.622,0.029,0.334,32.87%
"Frinhani, Carvalho & Soma\Random-600-600-4-8",243.1,0.191,312,312.639,0.029,0.191,28.34%,0.491,312,312.640,0.029,0.335,28.34%,0.400,312,312.639,0.029,0.321,28.34%,0.396,312,312.639,0.029,0.324,28.34%
"Frinhani, Carvalho & Soma\Random-600-600-4-9",243.1,0.192,323,323.620,0.028,0.192,32.87%,0.457,316,316.634,0.028,0.314,29.99%,0.521,323,323.620,0.028,0.436,32.87%,0.412,323,323.620,0.028,0.334,32.87%
"Frinhani, Carvalho & Soma\Random-600-600-40-1",592.2,1.076,600,600.934,0.930,1.076,1.32%,3.544,600,600.934,0.930,2.782,1.32%,2.908,600,600.934,0.930,2.809,1.32%,2.726,600,600.934,0.930,2.641,1.32%
"Frinhani, Carvalho & Soma\Random-600-600-40-10",592.2,1.144,600,600.931,0.931,1.144,1.32%,3.456,600,600.931,0.931,2.742,1.32%,3.368,600,600.931,0.931,3.265,1.32%,2.886,600,600.931,0.931,2.795,1.32%
"Frinhani, Carvalho & Soma\Random-600-600-40-2",592.2,1.084,600,600.931,0.927,1.084,1.32%,3.340,600,600.930,0.927,2.649,1.32%,2.903,600,600.930,0.927,2.796,1.32%,2.864,600,600.930,0.927,2.772,1.32%
"Frinhani, Carvalho & Soma\Random-600-600-40-3",592.2,1.100,600,600.932,0.931,1.100,1.32%,3.612,600,600.932,0.931,2.902,1.32%,2.942,600,600.932,0.931,2.836,1.32%,2.807,600,600.932,0.931,2.720,1.32%
"Frinhani, Carvalho & Soma\Random-600-600-40-4",592.2,1.206,600,600.935,0.930,1.206,1.32%,3.617,600,600.933,0.930,2.849,1.32%,2.940,600,600.933,0.930,2.834,1.32%,3.097,600,600.933,0.930,2.997,1.32%
"Frinhani, Carvalho & Soma\Random-600-600-40-5",592.2,1.283,600,600.931,0.930,1.283,1.32%,3.708,600,600.931,0.930,2.958,1.32%,3.094,600,600.931,0.930,2.982,1.32%,2.988,600,600.931,0.930,2.891,1.32%
"Frinhani, Carvalho & Soma\Random-600-600-40-6",592.2,1.196,600,600.937,0.935,1.196,1.32%,3.741,600,600.936,0.935,2.885,1.32%,3.317,600,600.936,0.935,3.206,1.32%,2.932,600,600.936,0.935,2.840,1.32%
"Frinhani, Carvalho & Soma\Random-600-600-40-7",592.2,1.195,600,600.933,0.934,1.195,1.32%,3.594,600,600.935,0.934,2.829,1.32%,3.047,600,600.935,0.934,2.883,1.32%,2.958,600,600.935,0.934,2.861,1.32%
"Frinhani, Carvalho & Soma\Random-600-600-40-8",592.2,1.306,600,600.934,0.931,1.306,1.32%,3.536,600,600.934,0.931,2.797,1.32%,3.040,600,600.934,0.931,2.933,1.32%,2.883,600,600.934,0.931,2.781,1.32%
"Frinhani, Carvalho & Soma\Random-600-600-40-9",592.2,1.231,600,600.933,0.931,1.231,1.32%,4.030,600,600.933,0.931,3.250,1.32%,2.928,600,600.933,0.931,2.820,1.32%,2.951,600,600.933,0.931,2.844,1.32%
"Frinhani, Carvalho & Soma\Random-600-600-6-1",362.2,0.297,439,439.643,0.059,0.297,21.20%,0.660,444,444.644,0.059,0.480,22.58%,0.538,444,444.644,0.059,0.456,22.58%,0.566,444,444.644,0.059,0.481,22.58%
"Frinhani, Carvalho & Soma\Random-600-600-6-10",362.2,0.295,462,462.632,0.060,0.295,27.55%,0.658,462,462.632,0.060,0.470,27.55%,0.548,462,462.632,0.060,0.469,27.55%,0.550,462,462.632,0.060,0.476,27.55%
"Frinhani, Carvalho & Soma\Random-600-600-6-2",362.2,0.302,435,435.648,0.058,0.302,20.10%,0.652,443,443.644,0.058,0.467,22.31%,0.545,443,443.641,0.058,0.461,22.31%,0.599,443,443.641,0.058,0.499,22.31%
"Frinhani, Carvalho & Soma\Random-600-600-6-3",362.2,0.289,455,455.630,0.059,0.289,25.62%,0.678,451,451.640,0.059,0.485,24.52%,0.552,455,455.630,0.059,0.471,25.62%,0.592,455,455.630,0.059,0.515,25.62%
"Frinhani, Carvalho & Soma\Random-600-600-6-4",362.2,0.312,442,442.630,0.056,0.312,22.03%,0.635,418,418.651,0.056,0.452,15.41%,0.525,418,418.651,0.056,0.445,15.41%,0.538,418,418.651,0.056,0.460,15.41%
"Frinhani, Carvalho & Soma\Random-600-600-6-5",362.2,0.287,463,463.637,0.059,0.287,27.83%,0.646,459,459.639,0.059,0.458,26.73%,0.530,463,463.637,0.059,0.456,27.83%,0.573,463,463.637,0.059,0.492,27.83%
"Frinhani, Carvalho & Soma\Random-600-600-6-6",362.2,0.303,468,468.624,0.060,0.303,29.21%,0.671,458,458.637,0.060,0.477,26.45%,0.550,468,468.624,0.060,0.471,29.21%,0.575,468,468.624,0.060,0.495,29.21%
"Frinhani, Carvalho & Soma\Random-600-600-6-7",362.2,0.276,458,458.631,0.060,0.276,26.45%,0.665,467,467.622,0.060,0.473,28.93%,0.572,460,460.637,0.060,0.492,27.00%,0.591,460,460.637,0.060,0.483,27.00%
"Frinhani, Carvalho & Soma\Random-600-600-6-8",362.2,0.397,454,454.653,0.061,0.397,25.35%,0.651,454,454.653,0.061,0.467,25.35%,0.543,454,454.653,0.061,0.465,25.35%,0.648,454,454.653,0.061,0.564,25.35%
"Frinhani, Carvalho & Soma\Random-600-600-6-9",362.2,0.280,442,442.648,0.059,0.280,22.03%,0.653,441,441.651,0.059,0.453,21.76%,0.530,442,442.648,0.059,0.453,22.03%,0.581,442,442.648,0.059,0.497,22.03%
"Frinhani, Carvalho & Soma\Random-600-600-8-1",437.6,0.342,533,533.669,0.101,0.342,21.80%,0.866,533,533.669,0.101,0.653,21.80%,0.676,533,533.669,0.101,0.599,21.80%,0.673,533,533.669,0.101,0.593,21.80%
