instancia,valorOtimo,sem_tempo_total,sem_sol_nmpa,sem_sol_mmosp,sem_densidade,sem_tempo_seq,sem_gap,p1_tempo_total,p1_sol_nmpa,p1_sol_mmosp,p1_densidade,p1_tempo_seq,p1_gap,p2_tempo_total,p2_sol_nmpa,p2_sol_mmosp,p2_densidade,p2_tempo_seq,p2_gap,p3_tempo_total,p3_sol_nmpa,p3_sol_mmosp,p3_densidade,p3_tempo_seq,p3_gap
Faggioli_Bentivoglio\p3040n3,12.1,0.001,15,15.613,0.246,0.001,23.97%,0.002,15,15.640,0.246,0.001,23.97%,0.001,15,15.640,0.246,0.001,23.97%,0.001,15,15.640,0.246,0.001,23.97%
Faggioli_Bentivoglio\p3040n4,12.1,0.000,18,18.626,0.262,0.000,48.76%,0.002,14,14.726,0.262,0.001,15.70%,0.001,17,17.669,0.262,0.001,40.50%,0.001,17,17.669,0.262,0.001,40.50%
Faggioli_Bentivoglio\p3040n5,12.1,0.000,19,19.675,0.285,0.000,57.02%,0.001,15,15.769,0.285,0.001,23.97%,0.002,15,15.769,0.285,0.002,23.97%,0.001,15,15.769,0.285,0.001,23.97%
Faggioli_Bentivoglio\p3040n6,12.1,0.000,14,14.662,0.299,0.000,15.70%,0.002,13,13.805,0.299,0.002,7.44%,0.001,14,14.752,0.299,0.001,15.70%,0.002,14,14.752,0.299,0.001,15.70%
Faggioli_Bentivoglio\p3040n7,12.1,0.000,17,17.651,0.285,0.000,40.50%,0.002,17,17.651,0.285,0.001,40.50%,0.001,17,17.651,0.285,0.001,40.50%,0.001,17,17.651,0.285,0.001,40.50%
Faggioli_Bentivoglio\p3040n8,12.1,0.000,15,15.707,0.283,0.000,23.97%,0.001,15,15.753,0.283,0.001,23.97%,0.001,15,15.753,0.283,0.001,23.97%,0.001,15,15.753,0.283,0.001,23.97%
Faggioli_Bentivoglio\p3040n9,12.1,0.000,16,16.700,0.276,0.000,32.23%,0.003,16,16.700,0.276,0.002,32.23%,0.002,16,16.700,0.276,0.001,32.23%,0.001,16,16.700,0.276,0.001,32.23%
Faggioli_Bentivoglio\p3050n1,11.2,0.000,15,15.687,0.232,0.000,33.93%,0.002,14,14.740,0.232,0.001,25.00%,0.001,14,14.740,0.232,0.001,25.00%,0.002,14,14.740,0.232,0.002,25.00%
Faggioli_Bentivoglio\p3050n10,11.2,0.000,19,19.642,0.264,0.000,69.64%,0.002,17,17.655,0.264,0.001,51.79%,0.001,17,17.655,0.264,0.001,51.79%,0.001,17,17.655,0.264,0.001,51.79%
Faggioli_Bentivoglio\p3050n2,11.2,0.000,17,17.625,0.200,0.000,51.79%,0.002,17,17.625,0.200,0.001,51.79%,0.001,17,17.625,0.200,0.001,51.79%,0.001,17,17.625,0.200,0.001,51.79%
Faggioli_Bentivoglio\p3050n3,11.2,0.000,14,14.688,0.195,0.000,25.00%,0.002,13,13.633,0.195,0.001,16.07%,0.002,15,15.636,0.195,0.001,33.93%,0.001,15,15.636,0.195,0.001,33.93%
Faggioli_Bentivoglio\p3050n4,11.2,0.000,15,15.724,0.234,0.000,33.93%,0.001,17,17.618,0.234,0.001,51.79%,0.001,17,17.618,0.234,0.001,51.79%,0.001,17,17.618,0.234,0.001,51.79%
Faggioli_Bentivoglio\p3050n5,11.2,0.000,16,16.683,0.209,0.000,42.86%,0.001,15,15.704,0.209,0.001,33.93%,0.001,15,15.704,0.209,0.001,33.93%,0.001,15,15.704,0.209,0.001,33.93%
Faggioli_Bentivoglio\p3050n6,11.2,0.001,16,16.704,0.216,0.001,42.86%,0.002,15,15.740,0.216,0.001,33.93%,0.001,15,15.740,0.216,0.001,33.93%,0.001,15,15.740,0.216,0.001,33.93%
Faggioli_Bentivoglio\p3050n7,11.2,0.000,14,14.743,0.239,0.000,25.00%,0.002,14,14.743,0.239,0.001,25.00%,0.001,14,14.743,0.239,0.001,25.00%,0.001,14,14.743,0.239,0.001,25.00%
Faggioli_Bentivoglio\p3050n8,11.2,0.000,14,14.707,0.211,0.000,25.00%,0.003,15,15.653,0.211,0.001,33.93%,0.001,15,15.653,0.211,0.001,33.93%,0.001,15,15.653,0.211,0.001,33.93%
Faggioli_Bentivoglio\p3050n9,11.2,0.000,14,14.669,0.228,0.000,25.00%,0.002,14,14.669,0.228,0.001,25.00%,0.001,14,14.669,0.228,0.001,25.00%,0.001,14,14.669,0.228,0.001,25.00%
Faggioli_Bentivoglio\p4010n1,8.4,0.001,9,9.750,0.728,0.001,7.14%,0.002,9,9.800,0.728,0.001,7.14%,0.003,9,9.761,0.728,0.002,7.14%,0.003,9,9.761,0.728,0.002,7.14%
Faggioli_Bentivoglio\p4010n10,8.4,0.001,9,9.744,0.718,0.001,7.14%,0.002,9,9.767,0.718,0.001,7.14%,0.002,9,9.744,0.718,0.002,7.14%,0.002,9,9.744,0.718,0.002,7.14%
Faggioli_Bentivoglio\p4010n2,8.4,0.001,9,9.697,0.731,0.001,7.14%,0.002,9,9.767,0.731,0.001,7.14%,0.004,9,9.744,0.731,0.004,7.14%,0.003,9,9.744,0.731,0.003,7.14%
Faggioli_Bentivoglio\p4010n3,8.4,0.002,9,9.697,0.732,0.002,7.14%,0.001,9,9.758,0.732,0.001,7.14%,0.004,9,9.703,0.732,0.004,7.14%,0.002,9,9.703,0.732,0.002,7.14%
Faggioli_Bentivoglio\p4010n4,8.4,0.001,9,9.731,0.750,0.001,7.14%,0.001,9,9.778,0.750,0.001,7.14%,0.002,9,9.731,0.750,0.002,7.14%,0.002,9,9.731,0.750,0.002,7.14%
Faggioli_Bentivoglio\p4010n5,8.4,0.001,9,9.767,0.705,0.001,7.14%,0.002,9,9.761,0.705,0.001,7.14%,0.002,9,9.758,0.705,0.002,7.14%,0.002,9,9.758,0.705,0.002,7.14%
Faggioli_Bentivoglio\p4010n6,8.4,0.001,9,9.750,0.759,0.001,7.14%,0.002,9,9.758,0.759,0.001,7.14%,0.002,9,9.739,0.759,0.002,7.14%,0.002,9,9.739,0.759,0.002,7.14%
Faggioli_Bentivoglio\p4010n7,8.4,0.001,9,9.728,0.812,0.001,7.14%,0.002,9,9.764,0.812,0.001,7.14%,0.003,9,9.719,0.812,0.002,7.14%,0.002,9,9.719,0.812,0.002,7.14%
Faggioli_Bentivoglio\p4010n8,8.4,0.001,8,8.816,0.795,0.001,-4.76%,0.002,8,8.847,0.795,0.001,-4.76%,0.002,8,8.816,0.795,0.002,-4.76%,0.003,8,8.816,0.795,0.003,-4.76%
Faggioli_Bentivoglio\p4010n9,8.4,0.001,9,9.714,0.676,0.001,7.14%,0.001,8,8.812,0.676,0.001,-4.76%,0.002,9,9.703,0.676,0.002,7.14%,0.002,9,9.703,0.676,0.002,7.14%
Faggioli_Bentivoglio\p4020n1,13.0,0.001,16,16.723,0.465,0.001,23.08%,0.032,16,16.728,0.465,0.032,23.08%,0.002,16,16.723,0.465,0.002,23.08%,0.008,16,16.723,0.465,0.006,23.08%
Faggioli_Bentivoglio\p4020n10,13.0,0.001,14,14.748,0.465,0.001,7.69%,0.002,16,16.706,0.465,0.001,23.08%,0.002,16,16.702,0.465,0.002,23.08%,0.002,16,16.702,0.465,0.002,23.08%
Faggioli_Bentivoglio\p4020n2,13.0,0.001,16,16.647,0.469,0.001,23.08%,0.002,15,15.705,0.469,0.001,15.38%,0.002,15,15.722,0.469,0.002,15.38%,0.002,15,15.722,0.469,0.002,15.38%
Faggioli_Bentivoglio\p4020n3,13.0,0.001,14,14.725,0.486,0.001,7.69%,0.002,14,14.748,0.486,0.001,7.69%,0.002,14,14.748,0.486,0.002,7.69%,0.003,14,14.748,0.486,0.002,7.69%
Faggioli_Bentivoglio\p4020n4,13.0,0.001,15,15.673,0.494,0.001,15.38%,0.002,15,15.688,0.494,0.001,15.38%,0.003,15,15.673,0.494,0.002,15.38%,0.002,15,15.673,0.494,0.002,15.38%
Faggioli_Bentivoglio\p4020n5,13.0,0.001,16,16.675,0.436,0.001,23.08%,0.003,16,16.694,0.436,0.002,23.08%,0.003,16,16.675,0.436,0.003,23.08%,0.002,16,16.675,0.436,0.002,23.08%
Faggioli_Bentivoglio\p4020n6,13.0,0.001,15,15.697,0.514,0.001,15.38%,0.003,15,15.700,0.514,0.002,15.38%,0.002,15,15.697,0.514,0.002,15.38%,0.002,15,15.697,0.514,0.001,15.38%
Faggioli_Bentivoglio\p4020n7,13.0,0.002,16,16.658,0.497,0.002,23.08%,0.002,16,16.667,0.497,0.002,23.08%,0.003,16,16.658,0.497,0.002,23.08%,0.003,16,16.658,0.497,0.002,23.08%
Faggioli_Bentivoglio\p4020n8,13.0,0.001,16,16.708,0.531,0.001,23.08%,0.002,16,16.708,0.531,0.002,23.08%,0.002,16,16.708,0.531,0.002,23.08%,0.003,16,16.708,0.531,0.003,23.08%
Faggioli_Bentivoglio\p4020n9,13.0,0.001,15,15.705,0.494,0.001,15.38%,0.003,15,15.705,0.494,0.002,15.38%,0.003,15,15.705,0.494,0.002,15.38%,0.002,15,15.705,0.494,0.001,15.38%
Faggioli_Bentivoglio\p4030n1,14.5,0.001,20,20.619,0.364,0.001,37.93%,0.003,20,20.619,0.364,0.002,37.93%,0.003,20,20.619,0.364,0.002,37.93%,0.002,20,20.619,0.364,0.002,37.93%
Faggioli_Bentivoglio\p4030n10,14.5,0.001,16,16.720,0.362,0.001,10.34%,0.002,16,16.720,0.362,0.001,10.34%,0.003,16,16.720,0.362,0.003,10.34%,0.002,16,16.720,0.362,0.001,10.34%
Faggioli_Bentivoglio\p4030n2,14.5,0.001,19,19.642,0.331,0.001,31.03%,0.003,19,19.642,0.331,0.002,31.03%,0.002,19,19.642,0.331,0.001,31.03%,0.002,19,19.642,0.331,0.002,31.03%
Faggioli_Bentivoglio\p4030n3,14.5,0.001,17,17.749,0.355,0.001,17.24%,0.002,17,17.749,0.355,0.002,17.24%,0.002,17,17.749,0.355,0.002,17.24%,0.003,17,17.749,0.355,0.002,17.24%
Faggioli_Bentivoglio\p4030n4,14.5,0.001,19,19.695,0.376,0.001,31.03%,0.003,19,19.695,0.376,0.002,31.03%,0.002,19,19.695,0.376,0.002,31.03%,0.002,19,19.695,0.376,0.002,31.03%
Faggioli_Bentivoglio\p4030n5,14.5,0.001,19,19.657,0.347,0.001,31.03%,0.003,19,19.658,0.347,0.002,31.03%,0.002,19,19.657,0.347,0.002,31.03%,0.002,19,19.657,0.347,0.001,31.03%
Faggioli_Bentivoglio\p4030n6,14.5,0.001,19,19.683,0.376,0.001,31.03%,0.003,19,19.683,0.376,0.002,31.03%,0.002,19,19.683,0.376,0.002,31.03%,0.003,19,19.683,0.376,0.002,31.03%
Faggioli_Bentivoglio\p4030n7,14.5,0.001,18,18.733,0.347,0.001,24.14%,0.002,18,18.736,0.347,0.001,24.14%,0.002,18,18.733,0.347,0.002,24.14%,0.002,18,18.733,0.347,0.002,24.14%
Faggioli_Bentivoglio\p4030n8,14.5,0.001,17,17.779,0.351,0.001,17.24%,0.003,18,18.690,0.351,0.002,24.14%,0.004,17,17.779,0.351,0.003,17.24%,0.002,17,17.779,0.351,0.001,17.24%
Faggioli_Bentivoglio\p4030n9,14.5,0.001,18,18.717,0.379,0.001,24.14%,0.004,18,18.726,0.379,0.002,24.14%,0.003,18,18.717,0.379,0.002,24.14%,0.002,18,18.717,0.379,0.002,24.14%
Faggioli_Bentivoglio\p4040n1,14.9,0.001,18,18.685,0.296,0.001,20.81%,0.002,19,19.678,0.296,0.001,27.52%,0.003,19,19.676,0.296,0.003,27.52%,0.003,19,19.676,0.296,0.003,27.52%
Faggioli_Bentivoglio\p4040n10,14.9,0.001,19,19.689,0.258,0.001,27.52%,0.003,19,19.675,0.258,0.002,27.52%,0.002,19,19.675,0.258,0.001,27.52%,0.003,19,19.675,0.258,0.003,27.52%
Faggioli_Bentivoglio\p4040n2,14.9,0.001,17,17.722,0.244,0.001,14.09%,0.003,18,18.712,0.244,0.002,20.81%,0.002,18,18.712,0.244,0.001,20.81%,0.003,18,18.712,0.244,0.003,20.81%
Faggioli_Bentivoglio\p4040n3,14.9,0.001,18,18.710,0.273,0.001,20.81%,0.004,19,19.693,0.273,0.001,27.52%,0.003,19,19.701,0.273,0.003,27.52%,0.002,19,19.701,0.273,0.001,27.52%
Faggioli_Bentivoglio\p4040n4,14.9,0.001,20,20.679,0.288,0.001,34.23%,0.004,17,17.725,0.288,0.003,14.09%,0.002,16,16.736,0.288,0.001,7.38%,0.003,16,16.736,0.288,0.002,7.38%
Faggioli_Bentivoglio\p4040n5,14.9,0.001,19,19.717,0.301,0.001,27.52%,0.003,18,18.714,0.301,0.002,20.81%,0.002,18,18.714,0.301,0.001,20.81%,0.003,18,18.714,0.301,0.002,20.81%
Faggioli_Bentivoglio\p4040n6,14.9,0.001,18,18.708,0.273,0.001,20.81%,0.003,19,19.683,0.273,0.002,27.52%,0.002,19,19.683,0.273,0.002,27.52%,0.002,19,19.683,0.273,0.001,27.52%
Faggioli_Bentivoglio\p4040n7,14.9,0.001,17,17.713,0.295,0.001,14.09%,0.002,20,20.660,0.295,0.002,34.23%,0.003,20,20.660,0.295,0.002,34.23%,0.002,20,20.660,0.295,0.001,34.23%
Faggioli_Bentivoglio\p4040n8,14.9,0.001,19,19.688,0.310,0.001,27.52%,0.002,17,17.776,0.310,0.002,14.09%,0.002,17,17.776,0.310,0.001,14.09%,0.003,17,17.776,0.310,0.002,14.09%
Faggioli_Bentivoglio\p4040n9,14.9,0.001,22,22.660,0.281,0.001,47.65%,0.002,21,21.689,0.281,0.001,40.94%,0.002,21,21.689,0.281,0.002,40.94%,0.002,21,21.689,0.281,0.002,40.94%
Faggioli_Bentivoglio\p4050n1,14.6,0.001,17,17.679,0.232,0.001,16.44%,0.002,22,22.609,0.232,0.001,50.68%,0.002,18,18.690,0.232,0.002,23.29%,0.002,18,18.690,0.232,0.001,23.29%
Faggioli_Bentivoglio\p4050n10,14.6,0.001,23,23.679,0.228,0.001,57.53%,0.002,21,21.643,0.228,0.001,43.84%,0.003,21,21.643,0.228,0.001,43.84%,0.002,21,21.643,0.228,0.002,43.84%
Faggioli_Bentivoglio\p4050n2,14.6,0.001,19,19.696,0.208,0.001,30.14%,0.003,19,19.663,0.208,0.002,30.14%,0.002,19,19.663,0.208,0.001,30.14%,0.002,19,19.663,0.208,0.001,30.14%
Faggioli_Bentivoglio\p4050n3,14.6,0.001,20,20.661,0.254,0.001,36.99%,0.002,22,22.615,0.254,0.001,50.68%,0.003,22,22.611,0.254,0.002,50.68%,0.003,22,22.611,0.254,0.003,50.68%
Faggioli_Bentivoglio\p4050n4,14.6,0.001,19,19.672,0.206,0.001,30.14%,0.002,19,19.672,0.206,0.001,30.14%,0.001,19,19.672,0.206,0.001,30.14%,0.002,19,19.672,0.206,0.001,30.14%
Faggioli_Bentivoglio\p4050n5,14.6,0.001,20,20.710,0.245,0.001,36.99%,0.003,20,20.710,0.245,0.002,36.99%,0.002,20,20.710,0.245,0.001,36.99%,0.002,20,20.710,0.245,0.002,36.99%
Faggioli_Bentivoglio\p4050n6,14.6,0.001,21,21.667,0.227,0.001,43.84%,0.002,21,21.667,0.227,0.001,43.84%,0.003,21,21.667,0.227,0.002,43.84%,0.004,21,21.667,0.227,0.003,43.84%
Faggioli_Bentivoglio\p4050n7,14.6,0.001,20,20.670,0.223,0.001,36.99%,0.002,20,20.670,0.223,0.001,36.99%,0.003,20,20.670,0.223,0.002,36.99%,0.003,20,20.670,0.223,0.002,36.99%
Faggioli_Bentivoglio\p4050n8,14.6,0.002,20,20.663,0.213,0.002,36.99%,0.003,20,20.663,0.213,0.002,36.99%,0.002,20,20.663,0.213,0.001,36.99%,0.002,20,20.663,0.213,0.002,36.99%
Faggioli_Bentivoglio\p4050n9,14.6,0.001,20,20.677,0.246,0.001,36.99%,0.003,21,21.692,0.246,0.003,43.84%,0.002,21,21.692,0.246,0.001,43.84%,0.002,21,21.692,0.246,0.001,43.84%
