instancia,sem_tempo,sem_tamanho,sem_densidade,p1_tempo,p1_tamanho,p1_densidade,p2_tempo,p2_tamanho,p2_densidade,p3_tempo,p3_tamanho,p3_densidade
"Frinhani, Carvalho & Soma\Random-800-800-2-7",0.000,(800;2814),0.009,0.236,(798;2805),0.009,0.117,(800;2814),0.009,0.153,(798;2810),0.009
"Frinhani, Carvalho & Soma\Random-800-800-2-8",0.000,(800;2642),0.008,0.201,(798;2634),0.008,0.121,(800;2642),0.008,0.147,(799;2640),0.008
"Frinhani, Carvalho & Soma\Random-800-800-2-9",0.000,(800;2787),0.009,0.192,(799;2782),0.009,0.129,(800;2787),0.009,0.146,(797;2781),0.009
"Frinhani, Carvalho & Soma\Random-800-800-20-1",0.000,(800;122658),0.384,0.760,(800;122658),0.384,0.162,(800;122658),0.384,0.135,(800;122658),0.384
"Frinhani, Carvalho & Soma\Random-800-800-20-10",0.000,(800;125033),0.391,0.697,(800;125033),0.391,0.164,(800;125033),0.391,0.144,(800;125033),0.391
"Frinhani, Carvalho & Soma\Random-800-800-20-2",0.000,(800;120872),0.378,0.697,(800;120872),0.378,0.156,(800;120872),0.378,0.136,(800;120872),0.378
"Frinhani, Carvalho & Soma\Random-800-800-20-3",0.000,(800;120550),0.377,0.632,(800;120550),0.377,0.151,(800;120550),0.377,0.146,(800;120550),0.377
"Frinhani, Carvalho & Soma\Random-800-800-20-4",0.000,(800;126437),0.396,0.730,(800;126437),0.396,0.140,(800;126437),0.396,0.150,(800;126437),0.396
"Frinhani, Carvalho & Soma\Random-800-800-20-5",0.000,(800;126672),0.396,0.720,(800;126672),0.396,0.203,(800;126672),0.396,0.137,(800;126672),0.396
"Frinhani, Carvalho & Soma\Random-800-800-20-6",0.000,(800;126158),0.395,0.647,(800;126158),0.395,0.153,(800;126158),0.395,0.162,(800;126158),0.395
"Frinhani, Carvalho & Soma\Random-800-800-20-7",0.000,(800;126460),0.396,0.656,(800;126460),0.396,0.140,(800;126460),0.396,0.158,(800;126460),0.396
"Frinhani, Carvalho & Soma\Random-800-800-20-8",0.000,(800;127074),0.398,0.631,(800;127074),0.398,0.136,(800;127074),0.398,0.163,(800;127074),0.398
"Frinhani, Carvalho & Soma\Random-800-800-20-9",0.000,(800;126660),0.396,0.694,(800;126660),0.396,0.176,(800;126660),0.396,0.140,(800;126660),0.396
"Frinhani, Carvalho & Soma\Random-800-800-24-1",0.000,(800;163691),0.512,0.827,(800;163691),0.512,0.150,(800;163691),0.512,0.142,(800;163691),0.512
"Frinhani, Carvalho & Soma\Random-800-800-24-10",0.000,(800;163359),0.511,0.735,(800;163359),0.511,0.141,(800;163359),0.511,0.142,(800;163359),0.511
"Frinhani, Carvalho & Soma\Random-800-800-24-2",0.000,(800;165459),0.518,0.815,(800;165459),0.518,0.151,(800;165459),0.518,0.166,(800;165459),0.518
"Frinhani, Carvalho & Soma\Random-800-800-24-3",0.000,(800;163835),0.513,0.819,(800;163835),0.513,0.159,(800;163835),0.513,0.154,(800;163835),0.513
"Frinhani, Carvalho & Soma\Random-800-800-24-4",0.000,(800;163952),0.513,0.798,(800;163952),0.513,0.155,(800;163952),0.513,0.149,(800;163952),0.513
"Frinhani, Carvalho & Soma\Random-800-800-24-5",0.000,(800;165227),0.517,0.786,(800;165227),0.517,0.178,(800;165227),0.517,0.143,(800;165227),0.517
"Frinhani, Carvalho & Soma\Random-800-800-24-6",0.000,(800;162502),0.508,0.884,(800;162502),0.508,0.145,(800;162502),0.508,0.170,(800;162502),0.508
"Frinhani, Carvalho & Soma\Random-800-800-24-7",0.000,(800;162101),0.507,0.777,(800;162101),0.507,0.201,(800;162101),0.507,0.152,(800;162101),0.507
"Frinhani, Carvalho & Soma\Random-800-800-24-8",0.000,(800;163793),0.512,0.898,(800;163793),0.512,0.178,(800;163793),0.512,0.162,(800;163793),0.512
"Frinhani, Carvalho & Soma\Random-800-800-24-9",0.000,(800;162936),0.510,0.802,(800;162936),0.510,0.147,(800;162936),0.510,0.151,(800;162936),0.510
"Frinhani, Carvalho & Soma\Random-800-800-28-1",0.000,(800;201679),0.631,0.851,(800;201679),0.631,0.154,(800;201679),0.631,0.171,(800;201679),0.631
"Frinhani, Carvalho & Soma\Random-800-800-28-10",0.000,(800;200311),0.627,0.917,(800;200311),0.627,0.166,(800;200311),0.627,0.146,(800;200311),0.627
"Frinhani, Carvalho & Soma\Random-800-800-28-2",0.000,(800;201734),0.631,0.895,(800;201734),0.631,0.163,(800;201734),0.631,0.141,(800;201734),0.631
"Frinhani, Carvalho & Soma\Random-800-800-28-3",0.000,(800;198538),0.621,0.817,(800;198538),0.621,0.174,(800;198538),0.621,0.151,(800;198538),0.621
"Frinhani, Carvalho & Soma\Random-800-800-28-4",0.000,(800;197792),0.619,0.901,(800;197792),0.619,0.165,(800;197792),0.619,0.148,(800;197792),0.619
"Frinhani, Carvalho & Soma\Random-800-800-28-5",0.000,(800;200945),0.629,0.865,(800;200945),0.629,0.176,(800;200945),0.629,0.147,(800;200945),0.629
"Frinhani, Carvalho & Soma\Random-800-800-28-6",0.000,(800;202090),0.632,0.913,(800;202090),0.632,0.153,(800;202090),0.632,0.148,(800;202090),0.632
"Frinhani, Carvalho & Soma\Random-800-800-28-7",0.000,(800;198532),0.621,0.907,(800;198532),0.621,0.167,(800;198532),0.621,0.146,(800;198532),0.621
"Frinhani, Carvalho & Soma\Random-800-800-28-8",0.000,(800;200472),0.627,0.928,(800;200472),0.627,0.164,(800;200472),0.627,0.149,(800;200472),0.627
"Frinhani, Carvalho & Soma\Random-800-800-28-9",0.000,(800;200610),0.628,0.906,(800;200610),0.628,0.233,(800;200610),0.628,0.147,(800;200610),0.628
"Frinhani, Carvalho & Soma\Random-800-800-30-1",0.000,(800;215532),0.674,0.843,(800;215532),0.674,0.152,(800;215532),0.674,0.144,(800;215532),0.674
"Frinhani, Carvalho & Soma\Random-800-800-30-10",0.000,(800;215820),0.675,0.838,(800;215820),0.675,0.151,(800;215820),0.675,0.151,(800;215820),0.675
"Frinhani, Carvalho & Soma\Random-800-800-30-2",0.000,(800;218030),0.682,0.889,(800;218030),0.682,0.167,(800;218030),0.682,0.142,(800;218030),0.682
"Frinhani, Carvalho & Soma\Random-800-800-30-3",0.000,(800;217849),0.682,0.870,(800;217849),0.682,0.155,(800;217849),0.682,0.154,(800;217849),0.682
"Frinhani, Carvalho & Soma\Random-800-800-30-4",0.000,(800;215049),0.673,0.871,(800;215049),0.673,0.157,(800;215049),0.673,0.145,(800;215049),0.673
"Frinhani, Carvalho & Soma\Random-800-800-30-5",0.000,(800;216770),0.678,0.909,(800;216770),0.678,0.153,(800;216770),0.678,0.144,(800;216770),0.678
"Frinhani, Carvalho & Soma\Random-800-800-30-6",0.000,(800;215860),0.675,0.975,(800;215860),0.675,0.178,(800;215860),0.675,0.144,(800;215860),0.675
"Frinhani, Carvalho & Soma\Random-800-800-30-7",0.000,(800;215872),0.675,0.968,(800;215872),0.675,0.166,(800;215872),0.675,0.151,(800;215872),0.675
"Frinhani, Carvalho & Soma\Random-800-800-30-8",0.000,(800;216230),0.677,1.000,(800;216230),0.677,0.178,(800;216230),0.677,0.172,(800;216230),0.677
"Frinhani, Carvalho & Soma\Random-800-800-30-9",0.000,(800;217583),0.681,0.872,(800;217583),0.681,0.164,(800;217583),0.681,0.149,(800;217583),0.681
"Frinhani, Carvalho & Soma\Random-800-800-34-1",0.000,(800;242512),0.759,0.925,(800;242512),0.759,0.184,(800;242512),0.759,0.182,(800;242512),0.759
"Frinhani, Carvalho & Soma\Random-800-800-34-10",0.000,(800;246991),0.773,0.940,(800;246991),0.773,0.237,(800;246991),0.773,0.167,(800;246991),0.773
"Frinhani, Carvalho & Soma\Random-800-800-34-2",0.000,(800;242788),0.760,0.936,(800;242788),0.760,0.200,(800;242788),0.760,0.161,(800;242788),0.760
"Frinhani, Carvalho & Soma\Random-800-800-34-3",0.000,(800;245711),0.769,1.031,(800;245711),0.769,0.162,(800;245711),0.769,0.143,(800;245711),0.769
"Frinhani, Carvalho & Soma\Random-800-800-34-4",0.000,(800;244503),0.765,0.977,(800;244503),0.765,0.158,(800;244503),0.765,0.151,(800;244503),0.765
"Frinhani, Carvalho & Soma\Random-800-800-34-5",0.000,(800;244271),0.764,0.993,(800;244271),0.764,0.170,(800;244271),0.764,0.168,(800;244271),0.764
"Frinhani, Carvalho & Soma\Random-800-800-34-6",0.000,(800;242314),0.758,0.993,(800;242314),0.758,0.166,(800;242314),0.758,0.150,(800;242314),0.758
"Frinhani, Carvalho & Soma\Random-800-800-34-7",0.000,(800;244500),0.765,0.842,(800;244500),0.765,0.207,(800;244500),0.765,0.136,(800;244500),0.765
"Frinhani, Carvalho & Soma\Random-800-800-34-8",0.000,(800;243017),0.760,0.927,(800;243017),0.760,0.149,(800;243017),0.760,0.131,(800;243017),0.760
"Frinhani, Carvalho & Soma\Random-800-800-34-9",0.000,(800;245528),0.768,1.064,(800;245528),0.768,0.159,(800;245528),0.768,0.154,(800;245528),0.768
"Frinhani, Carvalho & Soma\Random-800-800-38-1",0.000,(800;268423),0.840,0.919,(800;268423),0.840,0.152,(800;268423),0.840,0.154,(800;268423),0.840
"Frinhani, Carvalho & Soma\Random-800-800-38-10",0.000,(800;265045),0.829,0.895,(800;265045),0.829,0.147,(800;265045),0.829,0.143,(800;265045),0.829
"Frinhani, Carvalho & Soma\Random-800-800-38-2",0.000,(800;266333),0.833,0.958,(800;266333),0.833,0.152,(800;266333),0.833,0.137,(800;266333),0.833
"Frinhani, Carvalho & Soma\Random-800-800-38-3",0.000,(800;267225),0.836,0.931,(800;267225),0.836,0.234,(800;267225),0.836,0.158,(800;267225),0.836
"Frinhani, Carvalho & Soma\Random-800-800-38-4",0.000,(800;267638),0.837,1.085,(800;267638),0.837,0.164,(800;267638),0.837,0.144,(800;267638),0.837
"Frinhani, Carvalho & Soma\Random-800-800-38-5",0.000,(800;267311),0.836,0.912,(800;267311),0.836,0.161,(800;267311),0.836,0.133,(800;267311),0.836
"Frinhani, Carvalho & Soma\Random-800-800-38-6",0.000,(800;267399),0.837,0.936,(800;267399),0.837,0.148,(800;267399),0.837,0.137,(800;267399),0.837
"Frinhani, Carvalho & Soma\Random-800-800-38-7",0.000,(800;264728),0.828,0.953,(800;264728),0.828,0.182,(800;264728),0.828,0.142,(800;264728),0.828
"Frinhani, Carvalho & Soma\Random-800-800-38-8",0.000,(800;266165),0.833,0.952,(800;266165),0.833,0.192,(800;266165),0.833,0.165,(800;266165),0.833
"Frinhani, Carvalho & Soma\Random-800-800-38-9",0.000,(800;265804),0.832,0.967,(800;265804),0.832,0.147,(800;265804),0.832,0.138,(800;265804),0.832
"Frinhani, Carvalho & Soma\Random-800-800-4-1",0.000,(800;6985),0.022,0.324,(796;6949),0.022,0.121,(800;6985),0.022,0.118,(800;6985),0.022
"Frinhani, Carvalho & Soma\Random-800-800-4-10",0.000,(800;6463),0.020,0.276,(797;6440),0.020,0.114,(800;6463),0.020,0.115,(800;6463),0.020
"Frinhani, Carvalho & Soma\Random-800-800-4-2",0.000,(800;6584),0.021,0.228,(793;6531),0.021,0.127,(800;6584),0.021,0.117,(800;6584),0.021
"Frinhani, Carvalho & Soma\Random-800-800-4-3",0.000,(800;6968),0.022,0.265,(794;6931),0.022,0.131,(800;6968),0.022,0.131,(800;6968),0.022
"Frinhani, Carvalho & Soma\Random-800-800-4-4",0.000,(800;6427),0.020,0.230,(795;6388),0.020,0.138,(800;6427),0.020,0.135,(800;6427),0.020
"Frinhani, Carvalho & Soma\Random-800-800-4-5",0.000,(800;7017),0.022,0.242,(798;6995),0.022,0.175,(800;7017),0.022,0.130,(800;7017),0.022
"Frinhani, Carvalho & Soma\Random-800-800-4-6",0.000,(800;6807),0.021,0.237,(795;6754),0.021,0.113,(800;6807),0.021,0.121,(800;6807),0.021
"Frinhani, Carvalho & Soma\Random-800-800-4-7",0.000,(800;6490),0.020,0.254,(794;6429),0.020,0.121,(800;6490),0.020,0.115,(800;6490),0.020
"Frinhani, Carvalho & Soma\Random-800-800-4-8",0.000,(800;7197),0.023,0.243,(796;7162),0.023,0.125,(800;7197),0.023,0.130,(800;7197),0.023
"Frinhani, Carvalho & Soma\Random-800-800-4-9",0.000,(800;6703),0.021,0.231,(799;6693),0.021,0.119,(800;6703),0.021,0.121,(800;6703),0.021
"Frinhani, Carvalho & Soma\Random-800-800-40-1",0.000,(800;275923),0.863,0.937,(800;275923),0.863,0.160,(800;275923),0.863,0.137,(800;275923),0.863
"Frinhani, Carvalho & Soma\Random-800-800-40-10",0.000,(800;276919),0.866,0.933,(800;276919),0.866,0.153,(800;276919),0.866,0.137,(800;276919),0.866
"Frinhani, Carvalho & Soma\Random-800-800-40-2",0.000,(800;276060),0.864,1.005,(800;276060),0.864,0.151,(800;276060),0.864,0.135,(800;276060),0.864
"Frinhani, Carvalho & Soma\Random-800-800-40-3",0.000,(800;277087),0.867,0.923,(800;277087),0.867,0.150,(800;277087),0.867,0.133,(800;277087),0.867
"Frinhani, Carvalho & Soma\Random-800-800-40-4",0.000,(800;277214),0.867,0.995,(800;277214),0.867,0.191,(800;277214),0.867,0.196,(800;277214),0.867
"Frinhani, Carvalho & Soma\Random-800-800-40-5",0.000,(800;276688),0.866,0.938,(800;276688),0.866,0.190,(800;276688),0.866,0.153,(800;276688),0.866
"Frinhani, Carvalho & Soma\Random-800-800-40-6",0.000,(800;277543),0.868,0.946,(800;277543),0.868,0.174,(800;277543),0.868,0.132,(800;277543),0.868
"Frinhani, Carvalho & Soma\Random-800-800-40-7",0.000,(800;274951),0.860,0.942,(800;274951),0.860,0.215,(800;274951),0.860,0.131,(800;274951),0.860
"Frinhani, Carvalho & Soma\Random-800-800-40-8",0.000,(800;277345),0.868,1.037,(800;277345),0.868,0.150,(800;277345),0.868,0.164,(800;277345),0.868
"Frinhani, Carvalho & Soma\Random-800-800-40-9",0.000,(800;276790),0.866,0.962,(800;276790),0.866,0.175,(800;276790),0.866,0.138,(800;276790),0.866
"Frinhani, Carvalho & Soma\Random-800-800-44-1",0.000,(800;290766),0.910,1.127,(800;290766),0.910,0.158,(800;290766),0.910,0.141,(800;290766),0.910
"Frinhani, Carvalho & Soma\Random-800-800-44-10",0.000,(800;292588),0.915,1.176,(800;292588),0.915,0.155,(800;292588),0.915,0.137,(800;292588),0.915
"Frinhani, Carvalho & Soma\Random-800-800-44-2",0.000,(800;290721),0.910,1.151,(800;290721),0.910,0.190,(800;290721),0.910,0.139,(800;290721),0.910
"Frinhani, Carvalho & Soma\Random-800-800-44-3",0.000,(800;291820),0.913,1.025,(800;291820),0.913,0.169,(800;291820),0.913,0.133,(800;291820),0.913
"Frinhani, Carvalho & Soma\Random-800-800-44-4",0.000,(800;291785),0.913,1.122,(800;291785),0.913,0.155,(800;291785),0.913,0.156,(800;291785),0.913
"Frinhani, Carvalho & Soma\Random-800-800-44-5",0.000,(800;291484),0.912,1.124,(800;291484),0.912,0.152,(800;291484),0.912,0.138,(800;291484),0.912
"Frinhani, Carvalho & Soma\Random-800-800-44-6",0.000,(800;291308),0.911,1.197,(800;291308),0.911,0.185,(800;291308),0.911,0.135,(800;291308),0.911
"Frinhani, Carvalho & Soma\Random-800-800-44-7",0.000,(800;290355),0.908,1.084,(800;290355),0.908,0.150,(800;290355),0.908,0.159,(800;290355),0.908
"Frinhani, Carvalho & Soma\Random-800-800-44-8",0.000,(800;290685),0.910,1.010,(800;290685),0.910,0.154,(800;290685),0.910,0.137,(800;290685),0.910
"Frinhani, Carvalho & Soma\Random-800-800-44-9",0.000,(800;290905),0.910,1.020,(800;290905),0.910,0.205,(800;290905),0.910,0.135,(800;290905),0.910
"Frinhani, Carvalho & Soma\Random-800-800-48-1",0.000,(800;302242),0.946,1.499,(800;302242),0.946,0.151,(800;302242),0.946,0.135,(800;302242),0.946
"Frinhani, Carvalho & Soma\Random-800-800-48-10",0.000,(800;301690),0.944,1.420,(800;301690),0.944,0.151,(800;301690),0.944,0.136,(800;301690),0.944
"Frinhani, Carvalho & Soma\Random-800-800-48-2",0.000,(800;301621),0.944,1.535,(800;301621),0.944,0.154,(800;301621),0.944,0.138,(800;301621),0.944
"Frinhani, Carvalho & Soma\Random-800-800-48-3",0.000,(800;301692),0.944,1.465,(800;301692),0.944,0.168,(800;301692),0.944,0.136,(800;301692),0.944
"Frinhani, Carvalho & Soma\Random-800-800-48-4",0.000,(800;301660),0.944,1.410,(800;301660),0.944,0.153,(800;301660),0.944,0.158,(800;301660),0.944
"Frinhani, Carvalho & Soma\Random-800-800-48-5",0.000,(800;302317),0.946,1.436,(800;302317),0.946,0.172,(800;302317),0.946,0.131,(800;302317),0.946
"Frinhani, Carvalho & Soma\Random-800-800-48-6",0.000,(800;302681),0.947,1.534,(800;302681),0.947,0.154,(800;302681),0.947,0.136,(800;302681),0.947
"Frinhani, Carvalho & Soma\Random-800-800-48-7",0.000,(800;301156),0.942,1.395,(800;301156),0.942,0.166,(800;301156),0.942,0.159,(800;301156),0.942
"Frinhani, Carvalho & Soma\Random-800-800-48-8",0.000,(800;300844),0.941,1.433,(800;300844),0.941,0.154,(800;300844),0.941,0.134,(800;300844),0.941
"Frinhani, Carvalho & Soma\Random-800-800-48-9",0.000,(800;301289),0.943,1.544,(800;301289),0.943,0.158,(800;301289),0.943,0.143,(800;301289),0.943
"Frinhani, Carvalho & Soma\Random-800-800-50-1",0.000,(800;304989),0.954,1.842,(800;304989),0.954,0.170,(800;304989),0.954,0.143,(800;304989),0.954
"Frinhani, Carvalho & Soma\Random-800-800-50-10",0.000,(800;306207),0.958,1.629,(800;306207),0.958,0.220,(800;306207),0.958,0.147,(800;306207),0.958
"Frinhani, Carvalho & Soma\Random-800-800-50-2",0.000,(800;306089),0.958,1.592,(800;306089),0.958,0.176,(800;306089),0.958,0.151,(800;306089),0.958
"Frinhani, Carvalho & Soma\Random-800-800-50-3",0.000,(800;305955),0.957,1.535,(800;305955),0.957,0.158,(800;305955),0.957,0.143,(800;305955),0.957
"Frinhani, Carvalho & Soma\Random-800-800-50-4",0.000,(800;305315),0.955,1.608,(800;305315),0.955,0.169,(800;305315),0.955,0.138,(800;305315),0.955
"Frinhani, Carvalho & Soma\Random-800-800-50-5",0.000,(800;305139),0.955,1.666,(800;305139),0.955,0.153,(800;305139),0.955,0.164,(800;305139),0.955
"Frinhani, Carvalho & Soma\Random-800-800-50-6",0.000,(800;305537),0.956,1.498,(800;305537),0.956,0.172,(800;305537),0.956,0.139,(800;305537),0.956
"Frinhani, Carvalho & Soma\Random-800-800-50-7",0.000,(800;306110),0.958,1.508,(800;306110),0.958,0.151,(800;306110),0.958,0.141,(800;306110),0.958
"Frinhani, Carvalho & Soma\Random-800-800-50-8",0.000,(800;305464),0.956,1.566,(800;305464),0.956,0.157,(800;305464),0.956,0.142,(800;305464),0.956
"Frinhani, Carvalho & Soma\Random-800-800-50-9",0.000,(800;305951),0.957,1.556,(800;305951),0.957,0.157,(800;305951),0.957,0.146,(800;305951),0.957
"Frinhani, Carvalho & Soma\Random-800-800-6-1",0.000,(800;13945),0.044,0.290,(797;13909),0.044,0.133,(800;13945),0.044,0.119,(800;13945),0.044
"Frinhani, Carvalho & Soma\Random-800-800-6-10",0.000,(800;13824),0.043,0.264,(796;13781),0.044,0.114,(800;13824),0.043,0.114,(800;13824),0.043
"Frinhani, Carvalho & Soma\Random-800-800-6-2",0.000,(800;13799),0.043,0.267,(797;13751),0.043,0.116,(800;13799),0.043,0.134,(800;13799),0.043
"Frinhani, Carvalho & Soma\Random-800-800-6-3",0.000,(800;14022),0.044,0.267,(799;14011),0.044,0.148,(800;14022),0.044,0.112,(800;14022),0.044
"Frinhani, Carvalho & Soma\Random-800-800-6-4",0.000,(800;13646),0.043,0.273,(798;13631),0.043,0.119,(800;13646),0.043,0.129,(800;13646),0.043
"Frinhani, Carvalho & Soma\Random-800-800-6-5",0.000,(800;14221),0.044,0.265,(799;14205),0.045,0.107,(800;14221),0.044,0.107,(800;14221),0.044
"Frinhani, Carvalho & Soma\Random-800-800-6-6",0.000,(800;14276),0.045,0.252,(799;14266),0.045,0.118,(800;14276),0.045,0.129,(800;14276),0.045
"Frinhani, Carvalho & Soma\Random-800-800-6-7",0.000,(800;14791),0.046,0.273,(798;14770),0.046,0.113,(800;14791),0.046,0.115,(800;14791),0.046
"Frinhani, Carvalho & Soma\Random-800-800-6-8",0.000,(800;14137),0.044,0.270,(800;14137),0.044,0.113,(800;14137),0.044,0.114,(800;14137),0.044
"Frinhani, Carvalho & Soma\Random-800-800-6-9",0.000,(800;13781),0.043,0.263,(798;13756),0.043,0.115,(800;13781),0.043,0.118,(800;13781),0.043
"Frinhani, Carvalho & Soma\Random-800-800-8-1",0.000,(800;24014),0.075,0.335,(800;24014),0.075,0.145,(800;24014),0.075,0.119,(800;24014),0.075
"Frinhani, Carvalho & Soma\Random-800-800-8-10",0.000,(800;23738),0.074,0.305,(800;23738),0.074,0.124,(800;23738),0.074,0.139,(800;23738),0.074
"Frinhani, Carvalho & Soma\Random-800-800-8-2",0.000,(800;24450),0.077,0.324,(799;24438),0.077,0.122,(800;24450),0.077,0.124,(800;24450),0.077
"Frinhani, Carvalho & Soma\Random-800-800-8-3",0.000,(800;24983),0.078,0.328,(798;24948),0.078,0.125,(800;24983),0.078,0.127,(800;24983),0.078
"Frinhani, Carvalho & Soma\Random-800-800-8-4",0.000,(800;24342),0.076,0.306,(799;24320),0.076,0.127,(800;24342),0.076,0.133,(800;24342),0.076
"Frinhani, Carvalho & Soma\Random-800-800-8-5",0.000,(800;25459),0.080,0.325,(799;25440),0.080,0.154,(800;25459),0.080,0.119,(800;25459),0.080
"Frinhani, Carvalho & Soma\Random-800-800-8-6",0.000,(800;24236),0.076,0.334,(800;24236),0.076,0.120,(800;24236),0.076,0.141,(800;24236),0.076
"Frinhani, Carvalho & Soma\Random-800-800-8-7",0.000,(800;24176),0.076,0.304,(800;24176),0.076,0.123,(800;24176),0.076,0.118,(800;24176),0.076
"Frinhani, Carvalho & Soma\Random-800-800-8-8",0.000,(800;24127),0.075,0.317,(799;24107),0.076,0.116,(800;24127),0.075,0.117,(800;24127),0.075
"Frinhani, Carvalho & Soma\Random-800-800-8-9",0.000,(800;23801),0.074,0.320,(800;23801),0.074,0.133,(800;23801),0.074,0.121,(800;23801),0.074
